utc_date,caid,census_block_group
2023-05-11,1e33ed3276d6db1aa80fabbe41bfbffdd16c434bb5e1efa274f4d83cad25e503,
2024-08-15,1e368ab29190b8395a9fac5d02f52191700c4d0d7742f1aab5d23d6f9a42bb37,
2024-08-16,1e368ab29190b8395a9fac5d02f52191700c4d0d7742f1aab5d23d6f9a42bb37,
2024-08-17,1e368ab29190b8395a9fac5d02f52191700c4d0d7742f1aab5d23d6f9a42bb37,
2024-08-18,1e368ab29190b8395a9fac5d02f52191700c4d0d7742f1aab5d23d6f9a42bb37,
2024-08-24,1e368ab29190b8395a9fac5d02f52191700c4d0d7742f1aab5d23d6f9a42bb37,
2024-08-25,1e368ab29190b8395a9fac5d02f52191700c4d0d7742f1aab5d23d6f9a42bb37,
2023-07-22,1e372233322f0cf2f7fd5ff8bab99ae123111fe764d4b0777aceb281f4adc817,
2023-07-10,1e378ebe97655b8ac46adcf357f105bcf9ca56fc94faedec1bd0dbf69e033057,250138133032
2024-07-15,1e378ebe97655b8ac46adcf357f105bcf9ca56fc94faedec1bd0dbf69e033057,250138133032
2024-08-19,1e378ebe97655b8ac46adcf357f105bcf9ca56fc94faedec1bd0dbf69e033057,250138133032
2024-08-25,1e378ebe97655b8ac46adcf357f105bcf9ca56fc94faedec1bd0dbf69e033057,250138133032
2024-11-11,1e378ebe97655b8ac46adcf357f105bcf9ca56fc94faedec1bd0dbf69e033057,250138133032
2024-11-18,1e378ebe97655b8ac46adcf357f105bcf9ca56fc94faedec1bd0dbf69e033057,250138133032
2024-07-21,1e3792974e5de0105efcb4d0f6b07f3077becfdd4b310211dba2701b60f5d207,
2024-10-27,1e3792974e5de0105efcb4d0f6b07f3077becfdd4b310211dba2701b60f5d207,
2024-11-10,1e3792974e5de0105efcb4d0f6b07f3077becfdd4b310211dba2701b60f5d207,
2022-12-03,1e3a4fe9f3bdd0123dabde64e1101cadcb8675596ff28cca86cb3df30f069699,090035201003
2023-05-21,1e3ae1d0df7d1fe910e1aaed506e68a8cf2b387fe9f9b637789089d7842f45f0,090075501002
2019-03-27,1e3b17da6aedda84d09588279165f837b620741ad289b0ebd06c309c84a42de0,090053061002
2019-06-08,1e3b17da6aedda84d09588279165f837b620741ad289b0ebd06c309c84a42de0,090053061002
2024-07-26,1e3bf3b3116d0e8dc06d99d27335402c648949a55582ecc8aaaf56da792c7f3c,090053601004
2024-11-29,1e3bf3b3116d0e8dc06d99d27335402c648949a55582ecc8aaaf56da792c7f3c,090091660024
2024-08-24,1e3ca29aa30e709f841aa1a8160d0487567de9e9001c9e6840923d002195a1ee,090053491001
2023-10-07,1e3d55274ce2d3b892a1b127a8bfeb5c6adf18078fcc54c1985ab9b0f3064757,090034060022
2022-12-17,1e3ec9b7b653af6ff94ce7c3e474149e2346e16d4d8f3524888bd6689c123628,
2019-12-05,1e3fdbcdf23093617c13c256884e6618898889e32c769592bb392f6cccf98a1c,
2019-12-30,1e3fdbcdf23093617c13c256884e6618898889e32c769592bb392f6cccf98a1c,
2020-01-16,1e3fdbcdf23093617c13c256884e6618898889e32c769592bb392f6cccf98a1c,
2020-01-18,1e3fdbcdf23093617c13c256884e6618898889e32c769592bb392f6cccf98a1c,
2020-01-23,1e3fdbcdf23093617c13c256884e6618898889e32c769592bb392f6cccf98a1c,
2020-06-19,1e3fdbcdf23093617c13c256884e6618898889e32c769592bb392f6cccf98a1c,
2022-12-30,1e405aea10ef42d87fdca2aeea860fd34cbd2967af7925869b9a12c5d4373b8b,090091756005
2023-01-02,1e405aea10ef42d87fdca2aeea860fd34cbd2967af7925869b9a12c5d4373b8b,090091756005
2023-01-04,1e405aea10ef42d87fdca2aeea860fd34cbd2967af7925869b9a12c5d4373b8b,090091756005
2024-12-27,1e409dd591a48b201ebc9d70ee02e25402efd61f8bfd0b3b38f1f236d796ff2b,090091658011
2023-02-10,1e417cf26db28da2c11539c980541a6ba6736c5b1167734a3a52804d84654b3c,
2024-11-03,1e42c91922a4c2194fe686f497f335129d7eb0c12e82919539e334a7046639fb,090091847003
2024-12-29,1e42c91922a4c2194fe686f497f335129d7eb0c12e82919539e334a7046639fb,090091672021
2020-09-26,1e42e1d538fb646b5be0da5b0c97674f5ea8ef6ab63f8a23374fbd2c092dd063,090034054011
2019-06-02,1e42ebc92d2297ead6761a368a3c815303dfd6679594bcf18ca54b8c4ef5a8c7,090093433001
2024-07-31,1e455fdb02194c1ef10a6a5a201b7d751f7db6865def807e31ec8e2f1ed18c55,090034207003
2024-08-07,1e455fdb02194c1ef10a6a5a201b7d751f7db6865def807e31ec8e2f1ed18c55,090034207003
2024-10-30,1e455fdb02194c1ef10a6a5a201b7d751f7db6865def807e31ec8e2f1ed18c55,090034207003
2023-09-09,1e4587b097b5dfda9e62297a7854951480ab762f100333ce27edb50924e74139,090135382012
2024-10-13,1e4587b097b5dfda9e62297a7854951480ab762f100333ce27edb50924e74139,090135382012
2024-11-10,1e4587b097b5dfda9e62297a7854951480ab762f100333ce27edb50924e74139,090135382012
2023-02-04,1e4709454a6d93e230d3fb024a085cf9efe4f4ba3f5d4120b96792287f7c3bb1,
2023-09-23,1e4b27c1e39a5497a20db306ef6868b9149308adc285797260196fc39cb4176c,360850189012
2024-10-05,1e4c41fcd9babd2cc777e99cb0302962709d3f776025f04724a977f109b1a8d0,090117054001
2023-01-07,1e4e3404382afa20e2fdf5b0a4399076bfb9b9cb94694bd6ee443ebb4938013e,100010411001
2023-09-10,1e4f75b016bf7f70edb20b86d6a1742741d259835fd4c43190798003e29a64b6,440070029004
2022-07-06,1e4fc7fc08c024d7ad07d3dc6af9b1e5c523ee3c6b49eeb994a53266a1d03a3a,090010445001
2023-04-22,1e52667527b70800f447591decc10fbd8f8c8c05c30b30aa9ac9dcb8dce9e5d6,250138132092
2023-04-26,1e52667527b70800f447591decc10fbd8f8c8c05c30b30aa9ac9dcb8dce9e5d6,250138132092
2023-04-28,1e52667527b70800f447591decc10fbd8f8c8c05c30b30aa9ac9dcb8dce9e5d6,250138132092
2023-12-29,1e52667527b70800f447591decc10fbd8f8c8c05c30b30aa9ac9dcb8dce9e5d6,250138132092
2024-03-01,1e52667527b70800f447591decc10fbd8f8c8c05c30b30aa9ac9dcb8dce9e5d6,250138132092
2024-08-08,1e52667527b70800f447591decc10fbd8f8c8c05c30b30aa9ac9dcb8dce9e5d6,250138132092
2024-08-09,1e52667527b70800f447591decc10fbd8f8c8c05c30b30aa9ac9dcb8dce9e5d6,250138132092
2024-11-07,1e52667527b70800f447591decc10fbd8f8c8c05c30b30aa9ac9dcb8dce9e5d6,250138132092
2024-11-08,1e52667527b70800f447591decc10fbd8f8c8c05c30b30aa9ac9dcb8dce9e5d6,250138132092
2024-12-12,1e52667527b70800f447591decc10fbd8f8c8c05c30b30aa9ac9dcb8dce9e5d6,250138132092
2024-12-13,1e52667527b70800f447591decc10fbd8f8c8c05c30b30aa9ac9dcb8dce9e5d6,250138132092
2024-09-28,1e527690048f43ee8c6fd9f4f9e249c1e38ba45d5701cece1a1c899d0a07fba0,360050240003
2024-05-23,1e5588975522bfdb306242eaad15bdebd830a3d4e46f451ea0c8dd97dffce2b2,
2024-05-26,1e5588975522bfdb306242eaad15bdebd830a3d4e46f451ea0c8dd97dffce2b2,
2024-05-27,1e5588975522bfdb306242eaad15bdebd830a3d4e46f451ea0c8dd97dffce2b2,
2022-12-02,1e55b41968e330a62fcf4d5b198c4f213b5e66a763fb66d23bb1e03d8ae62414,
2022-12-04,1e55b41968e330a62fcf4d5b198c4f213b5e66a763fb66d23bb1e03d8ae62414,
2022-12-08,1e55b41968e330a62fcf4d5b198c4f213b5e66a763fb66d23bb1e03d8ae62414,
2022-12-11,1e55b41968e330a62fcf4d5b198c4f213b5e66a763fb66d23bb1e03d8ae62414,
2022-12-20,1e55b41968e330a62fcf4d5b198c4f213b5e66a763fb66d23bb1e03d8ae62414,
2023-01-01,1e55b41968e330a62fcf4d5b198c4f213b5e66a763fb66d23bb1e03d8ae62414,
2023-06-05,1e55b54f0c822cc68772979e6505b4b3e531570eec68b33b0fa19115700476bb,
2024-09-23,1e56136778241174f26670faea98380349d6b9690154d88a7f3e5ec77f6fd724,250056302005
2024-09-30,1e56136778241174f26670faea98380349d6b9690154d88a7f3e5ec77f6fd724,250056302005
2024-11-18,1e56136778241174f26670faea98380349d6b9690154d88a7f3e5ec77f6fd724,250056302005
2024-10-31,1e56a036eeb4e8c96aa663843ea72bfbb529043877002a09e38a7226e97d5083,090034662012
2024-08-27,1e58f3ae884c6a6c1afda55060678ab0d8b8777c3f160bfe49dfed5401c17779,361031466111
2024-09-02,1e591f49b7ad52899502f8849ee1415ef1ff5e8f00ac3258e95e898af8a65c4e,090034762001
2024-07-30,1e599b9282a22746fd5d82b4966e40ae5f56c4afed9ad6c83d59fde76b35227c,090034681013
2024-10-29,1e599b9282a22746fd5d82b4966e40ae5f56c4afed9ad6c83d59fde76b35227c,090034681013
2024-12-31,1e599b9282a22746fd5d82b4966e40ae5f56c4afed9ad6c83d59fde76b35227c,090034681013
2023-02-18,1e5cbbe798d2516f9934663ef0b50ff7d89fbd4e5df8651fa53e4c8dcb09ee24,090010433002
2024-07-24,1e5d5bdd219072d57b71c1929f8a71843c23966b5e8e9cc09743a0f6b09c9a15,
2024-09-04,1e5d5bdd219072d57b71c1929f8a71843c23966b5e8e9cc09743a0f6b09c9a15,
2023-09-13,1e5dbcf4570f213da33d8798c5f6e52d8ea0296f415698ac174342dceabb9bb1,470650114132
2023-09-14,1e5dbcf4570f213da33d8798c5f6e52d8ea0296f415698ac174342dceabb9bb1,470650114132
2023-09-15,1e5dbcf4570f213da33d8798c5f6e52d8ea0296f415698ac174342dceabb9bb1,470650114132
2023-05-13,1e5ee62c568bf3adedeb6a703c91d54ac8c2511aa87074d34e5d0bae763a1f37,
2023-05-09,1e5f519da33f93f23fc0e658bbe1232c2c92db74450d038491bca8249a7d2744,090093431011
2023-05-10,1e5f519da33f93f23fc0e658bbe1232c2c92db74450d038491bca8249a7d2744,090093431011
2024-06-23,1e60f18b126cd24dadd92d3da0e196794d29972f51b7a6f58f1e3b25cac79dd5,090034737006
2024-07-14,1e60f18b126cd24dadd92d3da0e196794d29972f51b7a6f58f1e3b25cac79dd5,090034737006
2024-08-25,1e60f18b126cd24dadd92d3da0e196794d29972f51b7a6f58f1e3b25cac79dd5,090034737006
2024-09-22,1e60f18b126cd24dadd92d3da0e196794d29972f51b7a6f58f1e3b25cac79dd5,090034737006
2024-10-13,1e60f18b126cd24dadd92d3da0e196794d29972f51b7a6f58f1e3b25cac79dd5,090034737006
2023-09-03,1e6348dcade8f465feacfa170cb38a49ce5c511c4730007542ac05d7efdd3ed6,090034925002
2023-09-04,1e6348dcade8f465feacfa170cb38a49ce5c511c4730007542ac05d7efdd3ed6,090034925002
2019-06-15,1e635fd8e60abb039535105af5591a4231927351761318153cc7b8b87f4096d3,090034701003
2023-03-14,1e6457bbfc1171093d0931624f27e3a0f665c8017d7f536f595a6d32099a0cec,
2023-07-30,1e685df128d410a335bb9cc44843f18fe487fa9e006c85cae910fae44d370deb,090091672013
2024-02-16,1e6b625919564378b879b30d3d362503b85da4093893c0263a054a7eca8b1370,090091760003
2024-09-18,1e6d033a636b2cd83838bd81793fd4660f959a8eff2b6fd4dac2539a43a75ce9,090075502021
2024-10-02,1e6d033a636b2cd83838bd81793fd4660f959a8eff2b6fd4dac2539a43a75ce9,090075502021
2024-09-21,1e6fce7fb5e5adb7ef80f7fb8930dbd9f78e33dcae8c48a1a31dcec3e9650da0,090093472001
2024-10-06,1e6fce7fb5e5adb7ef80f7fb8930dbd9f78e33dcae8c48a1a31dcec3e9650da0,090093472001
2024-09-04,1e716409ba341ee505fb936ff3bd96534a35a0ce1c7c80e3018b0a9463ffb599,
2024-09-05,1e716409ba341ee505fb936ff3bd96534a35a0ce1c7c80e3018b0a9463ffb599,
2024-09-11,1e716409ba341ee505fb936ff3bd96534a35a0ce1c7c80e3018b0a9463ffb599,
2024-09-12,1e716409ba341ee505fb936ff3bd96534a35a0ce1c7c80e3018b0a9463ffb599,
2022-11-28,1e7288dc54e34c2514a24eb4af7db343eba476099072c5785a68d25ba74d8776,090135351006
2024-07-20,1e72a902ec4604cc7b43dc758a9913423e3bf5c74df4aebfe1c397f0c76ff5f0,090034664001
2024-09-21,1e72a902ec4604cc7b43dc758a9913423e3bf5c74df4aebfe1c397f0c76ff5f0,090034664001
2024-10-12,1e72a902ec4604cc7b43dc758a9913423e3bf5c74df4aebfe1c397f0c76ff5f0,090034664001
2024-11-23,1e72a902ec4604cc7b43dc758a9913423e3bf5c74df4aebfe1c397f0c76ff5f0,090034664001
2024-12-22,1e7337e787b8c2f7ef2736a1d653f29e21acc5ed81fea10cc81bdaa541db7724,090034662021
2023-06-18,1e77ebd0bfdc6ea9e8b4372b12a717d419710143186bb4008e4eadfc577359b3,090091428001
2024-06-23,1e77ebd0bfdc6ea9e8b4372b12a717d419710143186bb4008e4eadfc577359b3,090091611003
2024-07-07,1e77ebd0bfdc6ea9e8b4372b12a717d419710143186bb4008e4eadfc577359b3,090091611003
2022-10-09,1e77f286a3afdf6773f9e26224edc4092376c2b995277debed7c7ba0f8447dde,090034771023
2022-10-13,1e77f286a3afdf6773f9e26224edc4092376c2b995277debed7c7ba0f8447dde,090034771023
2023-09-02,1e7afefd96615a49b11656549067a3d4b91dd56f37784837dac6a6029c66db15,090034205001
2024-08-29,1e7ba6bda3e5a2e61d8f4be31adbcde59f08ac18aa7582702228d0e097456c59,090075502011
2024-10-24,1e7ba6bda3e5a2e61d8f4be31adbcde59f08ac18aa7582702228d0e097456c59,090075502011
2024-07-08,1e7d8cf669f19ed31b5fb8eaecc51fa43733746b65e16b95e5c8d2e448d2e590,090091806022
2019-09-10,1e834cc20df608857faca8634f67be53f4cdfa6f18c41b4acd0c163b609b7414,090011106002
2024-12-19,1e855c7c251b433cf0762df4ccc0b82bb2913d9b43190b80496bc91a339fd162,090135331012
2019-08-31,1e89a6b257890ec59a9daddb5708475b615426ed8e9bb8b4b12961eb63bfcf5c,090075413002
2022-12-16,1e8bff0e2a5fc1a0e4f3368ff55643622bd002922fe7a7b26b5aa2526bb51117,
2023-04-15,1e8f20b0945085846ff37bf5c9f8dfe7549198659e981336dbbe068651b41193,
2024-09-20,1e8f8f3bf97f78b7838e74185d3db48d60218322743326f12e0bc116557d83da,090034641011
2024-10-11,1e8f8f3bf97f78b7838e74185d3db48d60218322743326f12e0bc116557d83da,090034641011
2024-07-04,1e91dae939a656f9d75842e8549e86209eb57f5cd56b96e393b361a8300a5a50,090034161003
2024-05-19,1e92c05d9a684b00980d116baf4842991dc38b5dc0f162136dd02f78874c28d5,090035143004
2024-08-01,1e945b6350d03aec0722bbe558b991d36e35ff04679673ff937de85f17953559,090158005004
2024-08-08,1e945b6350d03aec0722bbe558b991d36e35ff04679673ff937de85f17953559,090158005004
2024-08-15,1e945b6350d03aec0722bbe558b991d36e35ff04679673ff937de85f17953559,090158005004
2024-12-12,1e945b6350d03aec0722bbe558b991d36e35ff04679673ff937de85f17953559,090158005004
2023-04-23,1e964b8d8dc68f3f144b06fa89be30c71f9140f46bc6222a3ca8eee77e9faef0,
2023-10-02,1e9701c3587959364988187923a6105a62b29ee19d2cf0614a96923589e5916c,250173514032
2023-10-03,1e9701c3587959364988187923a6105a62b29ee19d2cf0614a96923589e5916c,250173514032
2023-01-15,1e9aaa8d81a94e41575a7203890798862369c3796119bda6e5ba48c937ca5aeb,090117051011
2023-06-10,1e9c1dad5ffc5510decd6bdcc69d148a1d14f10c42c4f9dcbcb1877dfbb9f924,
2024-12-15,1e9c7c8aee6f5f5d44aa4773d471f11851e8d0c3bda526106f8b0fe5b565a12f,090034809001
2023-05-14,1e9caba1154846b7bbd13356488db59ef0572e41ac4c68a6eb572a09a6d489c9,090053106011
2024-09-20,1e9ec379df7dd447b39cf6a96339329c89dc4620b8e9e58d648e15d903fb1165,090093434002
2019-05-26,1ea13a8819a733b186bb7f84c49f6f300a64838605d936eeb9035b92d6e14d41,090135382012
2024-11-06,1ea88d9fa2a44ab88832f7e1d1ce679795e1f97279d31019f6fc42d17a40db49,090093611004
2024-08-25,1eaa77aad9602c2e361e56a1f395fef0e91d8d68cd445519242687d09387ec50,090117151001
2023-05-31,1eab4b93084dba32e2770b201a2bb9c0ddce50592b869d176424bf8952f9daab,250138026021
2023-06-01,1eab4b93084dba32e2770b201a2bb9c0ddce50592b869d176424bf8952f9daab,250138026021
2024-02-14,1eab4b93084dba32e2770b201a2bb9c0ddce50592b869d176424bf8952f9daab,250138026021
2024-02-21,1eab4b93084dba32e2770b201a2bb9c0ddce50592b869d176424bf8952f9daab,250138026021
2024-03-13,1eab4b93084dba32e2770b201a2bb9c0ddce50592b869d176424bf8952f9daab,250138026021
2024-04-10,1eab4b93084dba32e2770b201a2bb9c0ddce50592b869d176424bf8952f9daab,250138026021
2024-05-15,1eab4b93084dba32e2770b201a2bb9c0ddce50592b869d176424bf8952f9daab,250138026021
2024-09-19,1eab4b93084dba32e2770b201a2bb9c0ddce50592b869d176424bf8952f9daab,250138026021
2024-09-26,1eab4b93084dba32e2770b201a2bb9c0ddce50592b869d176424bf8952f9daab,250138026021
2024-10-31,1eab4b93084dba32e2770b201a2bb9c0ddce50592b869d176424bf8952f9daab,250138026021
2024-11-07,1eab4b93084dba32e2770b201a2bb9c0ddce50592b869d176424bf8952f9daab,250138026021
2024-12-04,1eab4b93084dba32e2770b201a2bb9c0ddce50592b869d176424bf8952f9daab,250138026021
2024-08-30,1eabb5888a1a7dc576610948f5c737732349556ef71e5fe29d55a59b2da359e9,
2020-02-09,1eaedc0804b1a77487a3de9b24faa7e0b0d646a0bbedfc640bd8089183eccee1,
2020-02-12,1eaedc0804b1a77487a3de9b24faa7e0b0d646a0bbedfc640bd8089183eccee1,
2020-05-10,1eaedc0804b1a77487a3de9b24faa7e0b0d646a0bbedfc640bd8089183eccee1,
2020-05-12,1eaedc0804b1a77487a3de9b24faa7e0b0d646a0bbedfc640bd8089183eccee1,
2020-06-18,1eaedc0804b1a77487a3de9b24faa7e0b0d646a0bbedfc640bd8089183eccee1,
2024-11-23,1eaf1c42a0063a3e8f06c33002aec19c04efd1893b77b70015d6dfcefb4faa4c,
2023-08-24,1eafd24b0989f31756f65c436e1eba997cd4eb2a7b6903a57fc21ffe8e3d2473,360595190002
2023-06-26,1eb0cb2948ed916b96d9c73b23362d2644b5a50be5d85b4b6d922f5f9731bb22,090010732002
2024-08-26,1eb0cb2948ed916b96d9c73b23362d2644b5a50be5d85b4b6d922f5f9731bb22,090010808004
2024-09-23,1eb0cb2948ed916b96d9c73b23362d2644b5a50be5d85b4b6d922f5f9731bb22,090010732002
2024-09-30,1eb0cb2948ed916b96d9c73b23362d2644b5a50be5d85b4b6d922f5f9731bb22,090010732002
2024-09-05,1eb1942149edb0ff6d6664dd626ddcb849ef23740ace20f33aed627dcc2f3ae5,090093442001
2024-09-19,1eb1942149edb0ff6d6664dd626ddcb849ef23740ace20f33aed627dcc2f3ae5,090093442001
2024-10-03,1eb1942149edb0ff6d6664dd626ddcb849ef23740ace20f33aed627dcc2f3ae5,090093442001
2024-09-24,1eb7f5ec7fca607dba59d6cd00dd1263e9c421fe8133d700c3f37342126d5123,090052535003
2024-11-12,1eb7f5ec7fca607dba59d6cd00dd1263e9c421fe8133d700c3f37342126d5123,090052535003
2024-06-30,1eb832981a3f30f60c241d1df226ecb567e3326585cdb2483dba296b69db99f6,
2024-10-13,1eb832981a3f30f60c241d1df226ecb567e3326585cdb2483dba296b69db99f6,
2023-03-14,1eb99c491fd5a9da4e1a091ca75cc12281a8a0c8ed7dcbd3c22e753a5ca5a0fe,090117071001
2024-09-05,1eba8a346298333eb96ff58a210abe8f1c1a1a7403f1e023dbfaf0439a75f5ae,
2023-07-03,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2023-07-04,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2023-07-06,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2023-07-08,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2023-07-09,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2023-07-10,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2023-07-11,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2023-07-12,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2023-07-14,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2024-02-23,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2024-07-07,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2024-07-16,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2024-08-06,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2024-08-11,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2024-08-20,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2024-09-10,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2024-10-01,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2024-10-14,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2024-10-27,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2024-11-10,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2024-11-12,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2024-12-22,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2024-12-23,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2024-12-31,1ebd30fda2b33fade813c6e34baad5d0fb20c2b7c1033c225ec57f860b1e8b0c,090034772001
2024-08-26,1ebfc9663cf934a8922ac8ba158ae826a8cdc0507559f8f1218bcf134508ad27,090091760002
2023-09-10,1ec2094f4772eab2c34cc4a240922821841339d73c32f2c1a6b8ad9b040fbf51,090035113002
2023-09-11,1ec2094f4772eab2c34cc4a240922821841339d73c32f2c1a6b8ad9b040fbf51,090035113002
2023-01-07,1ec2611671f82613a3be4affe30f5d15bdc897210a281c9841f7b93194e64139,
2023-04-17,1ec43c1d56aa391cda61d98aa245dc8f381e1be7368e9ca84d7900d606fd5495,
2019-06-01,1ec4aa5f22da3025c342a438236e011d8f9aa5faedc8298ea24d4da4c63f198c,090093471003
2024-08-15,1ec5c42f85eea08969db7de4458c13d48198e7000bf6aa091094373c36560236,212150801011
2022-12-17,1ec5edea3d98d1f0d645f9658288cc336dc9c5656e6174cf9c3e8a31c3fd4f9f,
2022-12-18,1ec5edea3d98d1f0d645f9658288cc336dc9c5656e6174cf9c3e8a31c3fd4f9f,
2022-12-19,1ec5edea3d98d1f0d645f9658288cc336dc9c5656e6174cf9c3e8a31c3fd4f9f,
2022-12-20,1ec5edea3d98d1f0d645f9658288cc336dc9c5656e6174cf9c3e8a31c3fd4f9f,
2022-12-21,1ec5edea3d98d1f0d645f9658288cc336dc9c5656e6174cf9c3e8a31c3fd4f9f,
2022-12-22,1ec5edea3d98d1f0d645f9658288cc336dc9c5656e6174cf9c3e8a31c3fd4f9f,
2022-12-25,1ec5edea3d98d1f0d645f9658288cc336dc9c5656e6174cf9c3e8a31c3fd4f9f,
2023-01-02,1ec5edea3d98d1f0d645f9658288cc336dc9c5656e6174cf9c3e8a31c3fd4f9f,
2023-07-22,1ec828ed919cfb539566a40e4b26bb3784f08f184984129349812a6149ab6bf3,340373749002
2023-07-23,1ec828ed919cfb539566a40e4b26bb3784f08f184984129349812a6149ab6bf3,340373749002
2023-07-16,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2023-07-23,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2023-07-27,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2023-07-30,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2023-07-31,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2023-08-08,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2023-08-20,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2023-08-21,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2023-08-27,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2023-09-02,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2023-09-03,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2023-09-10,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2023-09-17,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2023-09-23,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2023-09-30,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2023-10-01,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2023-10-16,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2023-10-29,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2024-01-28,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2024-06-09,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2024-06-16,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2024-07-07,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2024-07-21,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2024-08-25,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2024-09-08,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2024-09-15,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2024-10-27,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2024-11-17,1ec9b080b32b14a582a220dc822b9a6e86c06eab89451f0c6c15969e0d9a7a18,090091760001
2024-09-24,1ecb3176148f1ac4827654b0b81851711b7406482472d05e8fb7bca8c1981c27,
